sensor0,sensor1,sensor2,sensor32,sensor33,sensor34
46.48,49.96,43.84,43.23,30.47,68.23
46.48,49.91,43.84,43.23,31.25,69.27
46.48,49.91,43.84,43.23,32.55,72.92
46.48,49.91,43.84,42.19,32.55,73.18
46.48,49.96,43.84,41.41,31.77,71.35
46.48,49.91,43.84,41.93,31.25,73.96
46.48,49.91,43.84,43.23,30.47,75.07
46.48,49.96,43.84,44.27,30.21,75.93
46.48,49.91,43.84,44.53,30.21,76.33
46.48,49.91,43.84,44.01,30.21,76.31
46.48,49.91,43.84,42.97,30.21,82.29
46.48,49.91,43.84,41.93,29.69,80.47
46.48,50.0,43.84,42.71,29.17,80.73
46.48,50.0,43.84,44.27,29.17,80.73
46.48,49.96,43.84,45.31,29.69,81.25
46.53,49.96,43.84,46.09,29.95,82.29
46.53,50.0,43.84,46.09,30.47,80.47
46.53,49.96,43.84,46.09,30.99,76.82
46.53,50.0,43.84,47.14,30.99,73.44
46.53,49.96,43.84,48.44,30.47,70.31
46.48,50.0,43.84,49.22,31.25,67.71
46.53,49.96,43.84,49.22,31.51,66.93
46.53,49.96,43.84,47.92,31.51,67.71
46.53,50.09,43.84,46.61,30.99,71.88
46.53,50.09,43.84,46.09,30.47,74.74
46.53,50.0,43.84,46.09,30.21,75.52
46.53,50.0,43.84,46.09,30.21,75.52
46.53,50.0,43.84,45.83,30.99,75.26
46.53,50.09,43.84,45.57,30.99,73.18
46.53,50.09,43.84,45.31,30.47,70.83
46.53,50.09,43.84,44.79,30.47,66.93
46.48,50.09,43.84,44.53,30.21,64.84
46.53,50.09,43.84,44.79,29.95,61.46
46.48,50.09,43.84,45.83,29.95,59.11
46.48,50.13,43.84,46.61,29.69,58.33
46.48,50.09,43.84,46.88,29.69,57.81
46.48,50.09,43.84,46.88,29.69,57.81
46.48,50.13,43.84,46.61,29.17,73.05
46.48,50.09,43.84,45.31,29.17,73.09
46.48,50.13,43.84,44.53,29.17,72.88
46.48,50.17,43.84,43.49,28.91,72.68
46.48,50.13,43.84,43.49,28.39,72.64
46.48,50.17,43.84,43.49,27.86,72.64
46.48,50.13,43.84,44.27,27.86,72.89
46.48,50.17,43.84,45.31,27.86,73.35
46.48,50.13,43.84,46.09,27.86,78.12
46.48,50.13,43.84,46.61,27.86,76.82
46.48,50.13,43.84,46.88,28.39,75.26
46.48,50.13,43.84,47.14,28.65,75.78
46.44,50.17,43.84,47.14,28.65,79.17
46.44,50.17,43.84,47.14,28.91,79.95
46.44,50.13,43.84,46.88,29.17,78.65
46.44,50.17,43.84,46.09,29.17,79.43
46.44,50.13,43.88,45.57,29.17,79.17
46.44,50.17,43.84,44.53,28.91,80.47
46.44,50.17,43.84,44.01,29.17,80.99
46.44,50.17,43.88,43.23,29.69,79.95
46.44,50.13,43.88,42.97,29.69,77.34
46.44,50.17,43.88,42.71,29.69,73.18
46.44,50.17,43.88,43.23,29.69,68.75
46.4,50.17,43.88,44.01,29.69,64.06
46.4,50.17,43.88,44.79,29.95,59.9
46.31,50.17,43.88,45.57,29.95,59.11
46.4,50.22,43.88,45.57,29.95,61.72
46.4,50.22,43.88,44.79,29.69,65.62
46.4,50.17,43.88,44.53,29.95,74.51
46.4,50.17,43.88,44.27,30.21,73.86
46.4,50.22,43.88,43.49,31.51,72.76
46.31,50.22,43.88,42.97,31.54,71.47
46.4,50.22,43.88,43.49,31.49,70.2
46.4,50.3,43.88,44.27,31.35,69.03
46.31,50.22,43.88,44.53,31.22,67.95
46.31,50.22,43.88,44.53,31.1,67.02
46.31,50.22,43.88,45.57,31.04,72.66
46.31,50.3,43.88,47.4,31.51,70.57
46.31,50.22,43.88,50.82,30.99,68.23
46.31,50.3,43.92,51.42,30.99,66.41
46.31,50.22,43.92,51.93,30.99,65.1
46.31,50.3,43.92,52.36,30.99,63.54
46.31,50.22,43.92,52.71,30.99,61.2
46.31,50.3,43.92,52.92,30.99,57.03
46.31,50.22,43.92,53.0,31.25,53.39
46.31,50.22,43.92,52.99,31.51,50.52
46.31,50.3,43.92,52.91,31.51,48.18
46.31,50.17,43.92,52.73,33.35,46.88
46.27,50.3,43.92,52.48,33.43,47.4
46.27,50.3,43.92,52.18,33.36,47.4
46.27,50.3,43.92,51.9,33.28,46.09
46.27,50.35,43.92,53.65,33.19,44.53
46.27,50.3,43.92,52.34,33.08,45.31
46.27,50.39,43.92,51.82,32.86,46.88
46.27,50.35,43.92,51.04,32.56,49.22
46.27,50.39,43.92,50.52,32.28,53.12
46.27,50.35,43.92,50.0,32.02,55.99
46.27,50.35,43.92,49.22,32.81,59.11
46.27,50.3,43.92,48.7,31.77,62.76
46.27,50.3,43.92,49.74,31.25,67.02
46.27,50.35,43.92,50.78,31.25,68.3
46.27,50.3,43.92,49.74,30.47,69.08
46.31,50.3,43.92,48.18,30.21,69.48
46.27,50.3,43.92,45.91,29.95,69.72
46.31,50.3,43.92,44.53,29.69,69.9
46.31,50.3,43.92,44.01,29.69,70.01
46.31,50.35,43.92,42.97,29.95,70.07
46.31,50.35,43.92,41.93,30.47,70.1
46.31,50.3,43.92,40.89,30.21,70.04
46.27,50.22,43.92,40.36,29.95,75.52
46.31,50.3,43.88,39.58,29.69,72.92
46.31,50.3,43.88,39.06,29.17,69.01
46.31,50.3,43.88,39.06,29.17,69.01
46.4,50.3,43.88,39.58,29.69,69.53
46.4,50.3,43.88,40.36,29.69,70.31
46.4,50.3,43.88,40.36,29.69,70.83
46.4,50.3,43.84,39.58,29.69,70.05
46.4,50.22,43.84,39.58,29.95,69.01
46.44,50.22,43.84,40.36,31.25,68.75
46.44,50.22,43.79,39.58,31.25,66.93
46.44,50.17,43.79,39.58,31.25,64.84
46.44,50.22,43.79,39.32,30.99,63.54
46.44,50.22,43.79,39.58,31.51,63.02
46.44,50.13,43.79,40.1,30.89,65.62
46.44,50.17,43.79,40.1,30.76,66.93
46.48,50.13,43.79,39.06,30.63,66.67
46.48,50.13,43.79,38.02,31.77,66.15
46.48,50.13,43.79,37.5,30.99,65.62
46.48,50.17,43.79,36.72,30.21,68.23
46.48,50.13,43.79,36.46,29.95,70.57
46.44,50.17,43.79,36.72,29.95,76.18
46.48,50.17,43.79,38.28,29.95,77.21
46.48,50.09,43.79,40.1,29.95,77.9
46.48,50.09,43.79,40.89,29.95,78.5
46.48,50.17,43.79,41.93,29.95,78.86
46.53,50.13,43.79,42.71,30.21,79.17
46.53,50.13,43.84,41.93,30.47,79.6
46.53,50.17,43.84,41.41,30.21,80.16
46.53,50.17,43.84,41.41,29.17,80.85
46.53,50.17,43.84,42.19,29.69,81.4
46.53,50.17,43.84,42.71,29.95,86.46
46.53,50.17,43.84,41.93,29.95,83.85
46.53,50.17,43.88,41.67,29.69,83.07
46.53,50.17,43.88,40.89,29.69,83.07
46.53,50.17,43.88,40.89,29.17,83.85
46.53,50.13,43.88,40.62,29.69,83.85
46.53,50.09,43.88,40.36,29.69,84.9
46.53,50.13,43.88,39.58,29.17,86.46
46.53,50.09,43.88,38.02,28.65,85.68
46.53,50.09,43.88,38.02,28.65,85.68
46.61,50.09,43.88,38.8,28.91,84.64
46.61,50.09,43.92,40.1,28.91,83.59
46.61,50.09,43.92,40.62,30.16,81.25
46.61,50.0,43.92,40.89,30.23,78.65
46.61,50.09,43.92,40.89,30.29,77.08
46.61,49.96,43.92,40.62,30.35,79.43
46.61,50.0,43.92,40.1,31.51,84.64
46.61,49.96,43.92,39.32,31.25,88.28
46.61,49.96,43.92,38.28,30.47,88.54
46.61,50.0,43.92,38.8,30.21,89.06
46.61,49.96,43.92,39.58,30.21,89.06
46.66,50.0,43.92,40.62,30.99,87.76
46.66,50.0,43.88,41.41,31.51,86.46
46.66,50.0,43.88,42.19,32.29,84.9
46.66,49.96,43.84,41.93,32.55,83.07
46.66,49.91,43.84,41.67,32.81,80.73
46.66,49.91,43.79,41.41,32.81,79.17
46.66,49.91,43.79,41.41,32.55,78.39
46.66,49.87,43.79,40.36,32.55,79.17
46.7,49.91,43.71,39.32,31.51,78.39
46.7,49.91,43.71,39.32,31.51,78.39
46.7,49.96,43.71,38.8,30.21,78.12
46.7,49.87,43.79,38.8,29.95,77.34
46.7,49.78,43.79,38.28,29.69,78.39
46.7,49.91,43.79,38.28,29.17,79.43
46.7,49.87,43.84,37.76,31.82,80.47
46.7,49.87,43.84,37.76,33.07,79.95
46.7,49.87,43.84,37.76,33.85,79.17
46.74,49.91,43.84,38.28,33.59,82.03
46.74,49.91,43.84,38.28,33.07,84.64
46.74,49.87,43.84,38.28,32.55,83.85
46.74,49.91,43.84,38.8,31.51,82.55
46.74,49.87,43.88,39.06,32.29,84.38
46.74,49.91,43.88,40.1,31.51,86.2
47.35,49.87,43.88,40.62,31.25,86.46
46.74,49.78,43.88,41.41,30.99,83.07
46.74,49.78,43.88,42.71,30.47,79.69
46.74,49.78,43.92,43.23,30.47,75.78
46.74,49.78,43.92,44.01,30.21,73.96
46.74,49.87,43.92,44.53,29.95,73.96
46.74,49.87,43.92,44.79,29.69,77.86
46.74,49.87,43.92,44.79,29.69,77.86
46.83,49.74,43.92,44.53,29.17,81.77
46.83,49.74,43.92,44.53,29.17,82.55
46.83,49.74,43.92,44.79,29.69,83.33
46.83,49.78,43.92,44.79,29.69,82.29
46.83,49.78,43.92,44.53,29.17,80.99
46.83,49.78,43.92,44.53,29.69,79.69
46.83,49.78,43.92,44.79,29.69,80.73
46.83,49.78,44.01,45.57,29.95,79.69
46.83,49.78,43.92,46.61,29.95,79.17
46.83,49.78,44.01,47.14,29.95,79.43
46.88,49.74,44.01,47.14,29.95,78.12
46.88,49.74,44.01,46.88,30.21,77.34
46.88,49.7,44.01,46.61,30.49,78.12
46.88,49.78,44.01,46.09,30.46,78.12
46.88,49.78,44.01,46.09,30.38,78.12
46.88,49.74,44.01,46.61,30.32,77.34
46.88,49.78,44.01,46.09,31.25,92.06
46.88,49.78,44.01,46.09,31.25,90.1
46.88,49.74,44.01,45.57,30.47,93.14
46.88,49.78,44.01,44.27,30.21,92.78
46.88,49.78,44.01,42.97,29.95,91.84
46.88,49.74,44.01,42.97,30.21,90.94
46.88,49.74,44.01,42.19,30.21,90.23
46.88,49.74,44.01,43.23,29.95,89.72
46.88,49.78,44.01,44.79,29.95,89.42
46.88,49.74,44.01,46.09,29.69,95.57
46.88,49.74,44.01,46.88,29.69,92.45
46.88,49.7,44.01,47.4,29.95,87.76
46.88,49.74,44.01,47.14,29.95,84.38
46.88,49.74,44.01,47.14,29.95,84.38
46.83,49.78,44.01,46.88,29.95,87.76
46.92,49.74,44.01,46.61,29.95,89.84
46.92,49.78,44.01,46.09,30.21,90.36
46.92,49.74,44.01,46.61,30.47,89.06
46.92,49.7,44.01,45.83,30.21,86.2
46.92,49.65,43.92,45.83,30.47,80.73
46.92,49.74,43.92,47.4,30.99,74.48
46.92,49.7,43.88,47.92,30.99,70.31
46.92,49.7,43.84,48.44,31.25,67.45
46.92,49.57,43.79,49.15,31.51,65.62
46.92,49.65,43.71,49.15,31.51,69.27
46.96,49.7,43.66,49.07,31.77,83.65
46.96,49.65,43.66,48.98,32.81,83.59
46.96,49.65,43.62,48.85,32.81,89.84
46.96,49.57,43.62,48.76,32.55,93.49
46.96,49.65,43.58,48.87,31.77,93.75
46.92,49.57,43.58,49.08,31.51,92.71
46.96,49.57,43.49,50.52,31.25,91.41
46.96,49.52,43.49,49.48,31.25,88.8
46.96,49.57,43.45,48.7,31.25,89.58
46.96,49.52,43.4,47.92,31.25,89.84
46.96,49.52,43.4,47.92,31.25,89.84
46.96,49.48,43.27,47.14,31.25,90.1
46.96,49.57,43.27,48.44,30.99,85.68
46.96,49.52,43.23,49.47,30.47,80.99
46.96,49.52,43.23,49.18,30.47,76.04
46.96,49.57,43.23,48.74,30.47,72.14
46.96,49.57,43.19,48.18,30.99,67.97
46.96,49.57,43.19,47.5,31.51,66.67
47.05,49.52,43.19,46.85,32.29,69.53
46.96,49.57,43.19,46.32,32.81,73.18
47.05,49.57,43.19,48.18,33.07,79.17
47.05,49.52,43.23,47.14,32.81,80.57
47.05,49.57,43.23,45.83,33.07,79.61
47.05,49.57,43.27,44.53,33.07,78.58
47.05,49.57,43.36,43.49,32.55,77.71
47.05,49.57,43.4,42.19,31.77,77.27
47.05,49.57,43.4,41.41,31.51,83.59
47.05,49.65,43.45,40.89,30.99,83.59
47.05,49.7,43.45,41.93,30.21,83.07
47.05,49.65,43.49,43.49,29.95,80.73
47.05,49.65,43.49,46.09,29.95,78.39
47.05,49.7,43.58,46.88,29.69,76.04
47.05,49.65,43.58,47.4,29.69,75.52
47.05,49.65,43.58,48.18,29.95,76.04
47.05,49.7,43.62,49.22,29.95,78.12
47.05,49.7,43.62,49.22,30.47,79.69
47.05,49.7,43.62,49.22,30.47,79.69
47.09,49.65,43.62,49.22,30.21,85.68
47.09,49.65,43.62,49.22,30.47,85.92
47.09,49.74,43.66,48.7,30.47,84.97
47.09,49.65,43.66,48.18,30.47,83.49
47.09,49.65,43.66,47.14,30.47,81.8
47.09,49.7,43.66,46.61,30.47,80.21
47.09,49.74,43.71,47.14,30.47,78.58
47.09,49.65,43.71,47.4,30.99,76.9
47.09,49.65,43.71,47.92,30.47,75.26
47.09,49.65,43.71,48.18,30.47,78.65
47.09,49.74,43.79,48.7,30.99,76.56
47.09,49.74,43.79,49.48,32.81,73.18
47.09,49.7,43.79,49.48,33.12,69.01
47.09,49.74,43.79,49.48,33.35,65.36
47.09,49.78,43.79,49.48,33.56,64.32
47.09,49.7,43.71,49.74,33.74,60.94
47.09,49.7,43.71,50.0,33.93,58.59
47.09,49.74,43.66,50.52,34.13,58.33
47.09,49.74,43.66,51.04,35.16,55.73
47.09,49.7,43.62,50.52,34.9,52.6
47.14,49.74,43.62,50.0,34.67,54.43
47.14,49.74,43.58,49.74,34.73,56.25
47.14,49.7,43.58,49.22,34.6,56.25
47.14,49.74,43.49,49.22,34.48,54.69
47.14,49.74,43.49,49.74,35.42,56.25
47.14,49.74,43.49,50.78,35.68,57.29
47.14,49.78,43.45,50.78,35.68,56.25
47.14,49.78,43.45,50.0,35.16,57.29
47.14,49.87,43.4,50.78,34.9,59.11
47.14,49.78,43.4,52.34,34.11,59.11
47.14,49.87,43.4,53.12,33.85,58.59
47.14,49.78,43.45,52.34,33.07,59.11
47.18,49.74,43.45,51.82,32.81,61.72
47.18,49.87,43.49,51.04,34.11,65.1
47.18,49.87,43.49,49.48,34.9,66.41
47.18,49.87,43.49,48.18,34.9,70.83
47.18,49.87,43.49,46.88,35.16,76.04
47.18,49.78,43.49,45.83,34.38,79.17
47.18,49.78,43.49,45.83,34.38,83.33
47.18,49.87,43.49,46.09,35.16,86.98
47.18,49.87,43.45,45.83,35.16,87.5
47.18,49.87,43.45,45.83,35.68,88.28
47.18,49.91,43.45,45.57,36.98,88.54
47.18,49.91,43.4,44.79,38.02,87.76
47.18,49.91,43.4,43.49,38.28,86.98
47.18,49.91,43.4,42.71,38.02,86.2
47.18,49.96,43.4,42.19,37.5,86.2
47.18,49.91,43.4,41.41,36.72,87.5
47.18,49.96,43.4,40.62,36.46,87.76
47.18,49.96,43.45,40.36,36.46,86.98
47.18,49.96,43.45,40.36,35.68,86.46
47.27,49.91,43.49,40.1,35.68,86.2
47.18,49.96,43.49,40.36,35.42,86.98
47.27,49.96,43.58,40.62,35.16,86.46
47.27,49.91,43.58,40.89,33.85,84.38
47.27,49.96,43.62,40.89,32.55,79.69
47.31,49.91,43.62,41.93,31.77,77.86
47.27,49.96,43.66,44.21,31.51,80.99
47.27,49.91,43.66,44.46,31.51,83.85
47.27,49.91,43.66,44.64,31.51,83.85
47.27,49.96,43.71,44.83,31.51,80.99
47.27,49.91,43.71,44.94,31.51,75.78
47.27,50.0,43.71,45.01,31.25,71.35
47.27,49.91,43.71,45.04,31.51,71.88
47.27,50.0,43.79,45.02,31.77,74.22
47.27,49.96,43.79,44.94,32.29,75.26
47.27,50.0,43.79,44.85,32.29,74.48
47.27,49.96,43.79,44.75,31.77,75.52
47.27,49.96,43.79,44.62,31.77,73.96
47.27,49.96,43.84,44.5,31.77,72.14
47.27,49.96,43.84,45.57,32.29,72.92
47.27,50.0,43.84,44.79,32.29,75.78
47.27,49.91,43.84,44.01,31.77,78.65
47.27,49.96,43.84,43.23,31.77,79.43
47.27,50.0,43.84,42.71,31.51,79.43
47.27,50.0,43.84,42.97,31.25,78.39
47.27,49.96,43.84,43.23,31.25,77.34
47.31,49.96,43.84,44.01,31.25,74.74
47.27,49.96,43.84,44.27,31.25,72.14
47.27,49.91,43.84,44.79,31.51,70.05
47.31,49.91,43.84,45.57,31.77,69.53
47.31,49.96,43.84,46.61,32.29,69.01
47.31,50.0,43.84,48.18,32.55,66.93
47.31,50.09,43.84,49.74,32.81,65.62
47.31,50.0,43.84,50.78,33.07,62.24
47.31,49.96,43.84,51.82,33.85,58.59
47.31,49.96,43.79,51.3,35.21,57.29
47.31,49.96,43.79,50.78,35.32,57.29
47.31,50.09,43.71,50.0,35.17,56.51
47.31,50.0,43.66,49.48,34.89,54.43
47.31,50.0,43.66,49.22,34.62,51.82
47.35,49.96,43.62,48.44,34.39,50.78
47.31,50.0,43.62,47.92,34.16,50.0
47.31,49.96,43.58,47.4,33.98,50.0
47.31,50.09,43.49,47.4,33.85,51.04
47.35,50.0,43.49,47.14,34.9,74.4
47.31,50.09,43.45,46.61,33.85,75.26
47.35,50.0,43.4,45.31,33.07,79.58
47.35,49.96,43.4,44.53,32.81,81.51
47.35,50.09,43.4,43.49,32.55,83.01
47.35,50.09,43.36,42.71,32.55,84.23
47.35,50.09,43.36,42.71,32.29,85.44
47.18,50.09,43.27,42.71,32.29,86.78
47.35,50.13,43.27,44.53,32.55,88.38
47.35,50.0,43.23,45.18,32.55,90.28
47.35,50.09,43.23,46.88,32.55,92.28
47.35,50.13,43.19,46.88,31.77,93.22
47.35,50.09,43.19,46.61,31.51,94.21
47.35,50.09,43.19,45.83,31.25,95.13
47.31,50.09,43.19,45.57,31.25,95.94
47.35,50.13,43.19,44.79,31.25,101.3
47.35,50.13,43.19,44.53,31.77,99.22
47.35,50.13,43.19,44.53,31.77,99.22
47.18,50.13,43.23,44.27,32.96,100.0
47.35,50.0,43.23,43.49,33.18,100.0
47.35,50.09,43.23,43.23,33.4,102.6
47.35,50.09,43.27,42.19,33.85,105.73
47.35,50.09,43.27,41.93,33.07,107.81
47.35,50.17,43.36,45.79,31.77,106.77
47.35,50.17,43.36,45.83,31.77,106.77
47.35,50.13,43.36,47.14,32.55,110.42
47.35,50.17,43.4,48.44,35.06,112.24
47.4,50.17,43.4,49.22,35.23,110.42
47.35,50.13,43.45,49.22,35.29,107.81
47.4,50.17,43.49,48.7,35.17,103.91
47.4,50.22,43.49,48.18,35.02,100.26
47.4,50.17,43.58,46.88,34.86,98.7
47.4,50.13,43.58,46.09,34.71,97.66
47.4,50.3,43.58,45.83,34.65,95.31
47.4,50.17,43.58,45.83,34.7,91.15
47.4,50.3,43.58,45.57,35.68,86.98
47.4,50.22,43.58,45.57,35.42,83.85
47.4,50.3,43.58,45.31,35.16,81.77
47.4,50.22,43.58,44.79,34.38,80.73
47.48,50.17,43.58,44.27,34.11,80.73
47.48,50.17,43.58,44.27,34.11,80.73
47.48,50.35,43.49,43.49,34.9,79.43
47.48,50.22,43.49,42.97,34.9,78.39
47.48,50.22,43.49,42.97,34.9,76.82
47.48,50.22,43.49,42.71,34.38,75.26
47.48,50.3,43.49,42.19,33.85,75.78
47.48,50.3,43.49,41.67,33.85,77.86
47.48,50.22,43.58,41.67,33.59,78.65
47.27,50.3,43.58,40.89,33.07,78.12
47.48,50.3,43.58,40.89,32.81,77.86
47.48,50.3,43.58,40.89,32.55,78.39
47.48,50.3,43.62,40.62,32.55,82.55
47.48,50.22,43.62,40.62,32.55,88.28
47.48,50.35,43.66,40.62,32.29,88.8
47.48,50.3,43.66,40.62,32.81,85.94
47.48,50.3,43.66,40.62,32.81,85.94
47.48,50.35,43.66,40.89,33.59,77.12
47.53,50.35,43.71,41.41,33.59,74.22
47.53,50.35,43.71,41.41,34.11,71.35
47.48,50.35,43.79,41.67,34.11,69.53
47.53,50.35,43.79,41.93,33.85,67.97
47.53,50.35,43.84,41.93,34.38,69.53
47.53,50.39,43.84,41.67,35.16,71.88
47.53,50.35,43.84,41.41,35.68,72.92
47.53,50.35,43.88,41.41,36.46,72.66
47.53,50.3,43.88,40.89,36.46,71.61
47.53,50.35,43.88,40.89,36.2,69.53
47.53,50.3,43.88,40.89,35.68,67.71
47.53,50.35,43.88,41.93,35.16,66.41
47.53,50.39,43.88,42.19,34.38,65.62
47.57,50.39,43.84,42.71,33.85,65.36
47.57,50.35,43.84,42.71,33.59,64.32
47.57,50.3,43.84,42.97,33.07,65.36
47.57,50.43,43.84,43.49,32.81,77.62
47.57,50.39,43.84,43.49,32.29,83.33
47.57,50.35,43.79,42.71,31.51,85.94
47.57,50.35,43.79,41.93,31.25,85.68
47.57,50.35,43.79,41.67,30.47,83.85
47.57,50.35,43.71,42.19,30.21,86.46
47.57,50.39,43.66,43.49,30.47,89.58
47.57,50.43,43.66,44.53,30.47,92.19
47.57,50.39,43.62,45.31,30.47,93.75
47.61,50.39,43.62,44.79,30.47,95.57
47.61,50.35,43.62,44.27,31.51,92.45
47.61,50.35,43.62,44.27,31.51,92.45
47.61,50.43,43.62,44.01,31.77,87.5
47.61,50.43,43.62,43.23,31.77,81.25
47.61,50.43,43.62,42.19,31.51,79.69
47.61,50.43,43.62,42.71,30.99,78.39
47.61,50.43,43.66,44.01,30.47,76.82
47.61,50.52,43.66,45.57,30.21,74.74
47.61,50.43,43.66,46.88,30.47,75.26
47.57,50.39,43.66,47.4,31.51,80.73
47.61,50.43,43.66,47.4,32.88,88.09
47.57,50.39,43.66,47.4,34.11,94.01
47.57,50.43,43.66,47.4,35.42,98.18
47.57,50.39,43.66,47.4,36.2,100.26
47.57,50.39,43.66,47.92,36.2,100.26
47.57,50.43,43.66,48.44,35.68,97.92
47.57,50.39,43.66,47.92,34.9,94.27
47.57,50.43,43.66,46.61,34.11,91.41
47.57,50.43,43.66,44.79,33.59,89.58
47.57,50.35,43.66,44.53,32.55,88.8
47.53,50.35,43.66,44.27,31.77,89.58
47.53,50.52,43.66,44.01,31.25,91.15
47.53,50.43,43.66,44.79,30.47,92.71
47.53,50.43,43.71,45.57,30.21,93.49
47.53,50.39,43.71,45.83,29.95,92.19
47.53,50.43,43.71,45.83,29.95,89.58
47.53,50.43,43.71,46.09,29.69,86.98
47.53,50.39,43.71,46.61,29.69,81.77
47.53,50.43,43.71,46.09,29.95,77.34
47.53,50.52,43.71,45.83,29.95,74.22
47.53,50.43,43.71,45.83,29.95,75.52
47.53,50.52,43.79,45.83,29.95,78.39
47.53,50.52,43.79,45.83,29.95,78.39
47.57,50.43,43.71,44.79,30.21,80.99
47.57,50.52,43.71,44.79,30.47,81.25
47.4,50.43,43.71,44.53,32.1,80.47
47.57,50.52,43.66,44.53,32.41,77.86
47.57,50.43,43.66,44.79,32.72,73.96
47.57,50.39,43.62,45.31,32.97,70.57
47.57,50.43,43.62,45.83,33.14,70.05
47.57,50.52,43.58,46.09,34.38,69.53
47.57,50.43,43.49,47.4,33.85,67.97
47.57,50.43,43.45,48.09,33.59,64.32
47.61,50.43,43.45,48.24,33.85,63.54
47.61,50.43,43.4,48.41,35.16,63.8
47.61,50.52,43.4,48.59,36.46,65.1
47.61,50.52,43.4,48.85,36.98,66.67
47.61,50.56,43.4,49.09,36.98,66.93
47.61,50.56,43.4,49.37,35.68,66.67
47.61,50.56,43.4,49.48,34.9,69.53
47.61,50.56,43.4,48.7,33.59,87.73
47.7,50.52,43.4,50.0,32.55,94.01
47.7,50.56,43.36,50.52,31.77,90.96
47.7,50.56,43.36,50.78,31.77,91.62
47.7,50.52,43.36,51.3,31.51,91.72
47.7,50.52,43.27,53.12,31.51,91.37
47.7,50.43,43.27,53.12,31.25,90.76
47.7,50.56,43.27,53.39,31.25,90.02
47.7,50.56,43.27,53.12,31.51,89.3
47.7,50.52,43.23,52.6,31.51,88.74
47.74,50.52,43.27,51.3,30.99,88.14
47.74,50.52,43.27,51.3,30.99,86.79
47.74,50.56,43.27,50.78,30.47,84.92
47.83,50.56,43.27,49.74,30.47,90.1
47.74,50.52,43.27,49.48,31.51,86.2
47.74,50.52,43.27,49.48,31.77,82.29
47.74,50.56,43.27,49.74,31.51,80.99
47.74,50.56,43.27,49.22,31.51,78.39
47.74,50.52,43.27,48.44,32.81,77.08
47.74,50.61,43.23,48.44,32.94,73.96
47.74,50.56,43.23,48.44,33.05,69.53
47.7,50.65,43.23,48.18,33.08,66.67
47.79,50.61,43.23,48.18,33.07,64.06
47.79,50.61,43.23,48.18,33.85,61.72
47.79,50.61,43.23,48.44,32.81,60.16
47.79,50.61,43.23,48.44,32.81,60.42
47.79,50.52,43.23,47.92,34.11,60.16
47.79,50.61,43.23,47.4,33.12,59.64
47.79,50.61,43.23,47.14,32.99,58.59
47.83,50.61,43.23,47.4,32.83,57.55
47.83,50.56,43.23,48.74,34.11,57.81
47.83,50.56,43.19,48.61,33.07,63.8
47.83,50.56,43.19,48.38,32.55,72.93
47.83,50.61,43.14,48.18,31.77,73.87
47.83,50.61,43.14,47.99,31.51,74.36
47.83,50.61,43.14,47.79,31.51,74.56
47.83,50.61,43.14,49.48,31.25,74.6
47.83,50.65,43.14,48.44,31.51,74.25
47.83,50.65,43.14,47.4,32.29,73.76
47.83,50.65,43.14,46.88,31.51,73.23
47.83,50.56,43.14,46.61,31.25,72.87
47.83,50.61,43.14,45.83,31.25,72.67
47.83,50.61,43.14,46.61,30.47,72.43
47.83,50.61,43.06,46.88,30.47,78.39
47.83,50.61,43.06,46.88,30.47,75.78
47.83,50.61,43.06,47.14,30.21,72.66
47.83,50.65,43.06,47.4,29.95,70.57
47.92,50.65,43.06,46.88,29.95,67.45
47.92,50.61,43.06,45.83,30.21,65.1
47.92,50.65,43.06,46.09,30.47,65.36
47.92,50.65,43.06,48.97,31.51,66.67
47.83,50.65,43.06,50.0,33.49,68.75
47.83,50.65,43.06,50.78,34.11,69.53
47.83,50.56,43.06,51.3,34.9,69.27
47.92,50.65,43.06,52.34,36.2,69.53
47.83,50.74,43.06,53.12,36.98,70.31
47.92,50.61,43.06,52.6,37.5,69.01
47.92,50.61,43.06,52.08,38.28,67.71
47.92,50.61,43.06,51.82,38.28,66.93
47.92,50.65,43.06,51.04,38.02,67.97
47.83,50.65,43.06,51.04,37.5,69.53
47.92,50.61,43.06,51.04,36.98,71.35
47.92,50.74,43.06,51.04,36.72,72.66
47.92,50.65,43.01,50.52,36.46,73.44
47.92,50.65,43.01,50.0,36.72,75.26
47.92,50.65,43.01,49.48,36.46,75.26
47.92,50.65,43.01,48.7,36.46,75.52
47.92,50.61,43.01,48.18,36.46,73.18
47.92,50.74,43.01,47.92,36.72,73.96
47.92,50.74,43.01,47.4,36.98,73.44
47.92,50.65,43.01,47.4,38.28,75.26
47.92,50.65,43.01,47.4,38.28,75.26
47.74,50.61,43.01,47.4,38.8,75.52
47.92,50.65,43.01,48.7,38.28,75.78
47.92,50.74,43.01,49.74,37.76,76.04
47.79,50.78,43.01,50.0,37.76,76.56
47.92,50.65,43.01,50.52,37.76,76.56
47.92,50.65,43.01,50.52,37.5,76.56
47.92,50.65,43.01,50.52,37.76,75.26
47.92,50.74,43.01,51.3,37.5,72.92
47.92,50.74,43.06,52.08,36.98,70.31
47.92,50.74,43.06,51.82,37.5,68.75
47.92,50.74,43.14,50.78,36.72,65.62
47.92,50.74,43.19,49.48,35.68,64.06
47.92,50.74,43.19,48.18,34.38,79.92
47.92,50.65,43.23,47.4,33.59,80.73
47.92,50.65,43.27,48.44,32.81,80.66
